2.95023,-73.53144
2.950486,-73.508031
2.950783,-73.461847
2.951045,-73.496779
2.95124,-73.486241
2.951712,-73.447528
2.951789,-73.531042
2.952049,-73.503678
2.95247,-73.485809
2.952671,-73.478275
2.952808,-73.464051
2.953184,-73.476334
2.953399,-73.453786
2.954218,-73.442452
2.954051,-73.549624
2.954325,-73.501259
2.954656,-73.499432
2.954917,-73.520463
2.955149,-73.538074
2.955444,-73.481629
2.955693,-73.599989
2.955924,-73.498766
2.956451,-73.433093
2.956747,-73.500238
2.957124,-73.510574
2.957244,-73.505551
2.957612,-73.517794
2.958063,-73.514879
2.958495,-73.491582
2.958766,-73.497698
2.959656,-74.302895
2.959352,-73.504712
2.959792,-73.481878
2.960107,-73.481383
2.960351,-73.516775
2.960743,-73.515687
2.961069,-73.507613
2.9614,-73.47035
2.961525,-73.485338
2.96161,-73.560827
2.961917,-73.495342
2.962166,-73.534621
2.962939,-73.408924
2.96286,-73.505699
2.963062,-73.49584
2.963441,-73.503818
2.963597,-73.498324
2.9651,-73.61198
2.964157,-73.496017
2.963809,-74.377313
2.964624,-73.495575
2.965012,-73.516179
2.953086,-77.132837
2.965804,-73.488361
2.966581,-73.568275
2.966438,-73.523371
2.966839,-73.515244
2.967201,-73.481488
2.967581,-73.532739
2.967767,-73.476559
2.968086,-73.494338
2.968388,-73.489922
2.968753,-73.487757
2.968999,-73.48503
2.969264,-73.525278
2.969498,-73.494892
2.969872,-73.533543
2.97034,-73.467964
2.970264,-73.473788
2.970729,-73.46102
2.969759,-73.57808
2.971446,-73.505838
2.971728,-73.458963
2.971867,-73.502091
2.972431,-73.46418
2.972488,-73.473009
2.972793,-73.454514
2.973042,-73.508591
2.973287,-73.46973
2.973708,-73.469265
2.974066,-73.440436
2.974545,-73.555843
2.97478,-73.492492
2.975193,-73.470777
2.97554,-73.49358
2.975827,-73.512645
2.976015,-73.497944
2.976228,-73.492085
2.976468,-73.558581
2.976305,-73.58366
2.976973,-73.486927
2.977021,-73.468817
2.977566,-73.521232
2.97791,-73.476045
2.978148,-73.419071
2.97849,-73.487129
2.978777,-73.500547
2.979141,-73.494531
2.9795,-73.354584
2.979732,-73.509859
2.979811,-73.565399
2.980273,-73.504891
2.980992,-73.815929
2.980928,-73.478717
2.981227,-73.51399
2.98184,-73.545528
2.981943,-73.601327
2.982309,-73.495
2.98269,-73.538486
2.982981,-73.470821
2.983406,-73.503553
2.98054,-73.08215
2.984173,-73.498749
2.98437,-73.453287
2.984346,-73.170551
2.984869,-73.514513
2.985235,-73.502369
2.9859,-73.462245
2.986063,-73.544475
2.986241,-73.526242
2.986438,-73.463638
2.986681,-73.467633
2.987054,-73.506189
2.98735,-73.503827
2.987723,-73.542088
2.987972,-73.507353
2.990451,-73.40711
2.988614,-73.500117
2.989038,-73.509077
2.989344,-73.515771
2.989754,-73.477893
2.990187,-73.474867
2.990592,-73.452945
2.990492,-73.325741
2.990923,-73.500888
2.991322,-73.490989
2.991576,-73.507649
2.9921,-73.471585
2.992645,-73.731262
2.991551,-73.924105
2.993033,-73.495059
2.993153,-73.505143
2.993517,-73.382062
2.99384,-73.489282
2.994364,-73.479803
2.994797,-73.515654
2.994971,-73.495393
2.995114,-73.496796
2.995489,-73.671243
2.995506,-73.741401
2.995917,-73.507028
2.996249,-73.48389
2.996389,-73.522149
2.99689,-74.357347
2.996783,-73.505188
2.99728,-73.461593
2.997505,-73.517083
2.997701,-73.495657
2.998155,-73.473865
2.998349,-73.489337
2.998707,-73.486841
2.999106,-73.543347
2.999626,-73.552811
2.999886,-73.484981
3.000156,-73.484207
3.00027,-73.474065
3.000482,-73.532087
3.000866,-73.530271
3.001199,-73.486977
3.001602,-73.485866
3.001753,-73.471308
3.001962,-73.546327
3.002251,-73.509292
3.002555,-73.511763
3.002588,-73.480892
3.002925,-73.523754
3.003432,-73.524946
3.003747,-73.438803
3.004128,-73.494144
3.004385,-73.460987
3.004675,-73.465883
3.004927,-73.539286
3.005017,-73.491164
3.00533,-73.556991
3.005781,-73.529492
3.00618,-73.417493
3.006495,-73.52538
3.006706,-73.4922
3.008088,-73.310039
3.007312,-73.532125
3.007694,-73.535522
3.007925,-73.471582
3.008191,-73.471792
3.008536,-73.453323
3.008986,-73.503182
3.009243,-73.47213
3.009873,-73.501886
3.009956,-73.540007
3.010264,-73.489773
3.010533,-73.481742
3.010939,-73.828988
3.011077,-73.536545
3.011442,-73.504306
3.022409,-73.835991
3.012282,-73.497403
3.01263,-73.527328
3.008451,-71.993711
3.014998,-73.404897
3.013437,-73.509233
3.013576,-73.480746
3.013956,-73.484139
3.014223,-73.454533
3.012727,-73.080313
3.014483,-73.371428
3.015141,-73.484075
3.015312,-73.469358
3.015247,-73.376104
3.015735,-73.534163
3.016002,-73.496076
3.01632,-73.502078
3.016778,-73.483883
3.01683,-73.49595
3.017609,-73.512035
3.017894,-73.486119
3.018039,-73.477437
3.018385,-73.519848
3.018525,-73.497774
3.018773,-73.467709
3.018941,-73.475979
3.019178,-73.457139
3.019473,-73.491487
3.019716,-73.553396
3.020981,-73.784768
3.020346,-73.478963
3.020529,-73.510901
3.020904,-73.524031
3.021294,-73.493699
3.021692,-73.514593
3.021979,-73.478468
3.022754,-73.422277
3.022802,-73.489689
3.022858,-73.506483
3.023045,-73.480368
3.023439,-73.503297
3.023695,-73.396607
3.02386,-73.520723
3.0241,-73.504937
3.024608,-73.504664
3.024966,-73.408221
3.025387,-73.487888
3.025819,-73.512686
3.02629,-73.48848
3.026106,-73.34551
3.026954,-73.514996
3.027089,-73.52612
3.027259,-73.480251
3.027645,-73.479713
3.027775,-73.500947
3.027821,-73.502749
3.028445,-73.521369
3.029048,-73.564942
3.029097,-73.502103
3.029387,-73.467691
3.029993,-73.481554
3.030213,-73.512944
3.030433,-73.474256
3.03076,-73.514103
3.031568,-73.582694
3.031079,-73.512937
3.030977,-73.343147
3.031556,-73.467522
3.031842,-73.489695
3.032189,-73.502739
3.032709,-73.420918
3.032889,-73.507386
3.033519,-73.691211
3.033273,-73.515754
3.033677,-73.485014
3.03416,-73.50264
3.034528,-73.341392
3.034554,-73.515996
3.034711,-73.537362
3.035245,-73.485609
3.035265,-73.505761
3.03551,-73.504852
3.035948,-73.672708
3.035972,-73.489828
3.036404,-73.531659
3.054358,-67.144212
3.036958,-73.538264
3.037103,-73.541328
3.037442,-73.507048
3.037676,-73.534505
3.038028,-73.50481
3.038569,-73.522006
3.038572,-73.55552
3.038824,-73.440627
3.039236,-73.489007
3.039568,-73.497014
3.039852,-73.548609
3.04028,-73.498839
3.040692,-73.505093
3.041038,-73.436714
3.041525,-73.48882
3.041775,-73.471349
3.042126,-73.49776
3.042284,-73.482693
3.0427,-73.534695
3.043148,-73.755647
3.043086,-73.389507
3.043313,-73.488247
3.043616,-73.580676
3.043869,-73.470524
3.044223,-73.486848
3.044573,-73.492385
3.045237,-73.616204
3.045153,-73.511849
3.045403,-73.49731
3.045566,-73.501429
3.045809,-73.45295
3.046097,-73.470082
3.046753,-74.102866
3.046975,-73.657496
3.047101,-73.477263
3.04738,-73.501721
3.04777,-73.453092
3.048189,-73.50073
3.048477,-73.483458
3.050156,-73.574624
3.049065,-73.549342
3.049367,-73.545877
3.049559,-73.46437
3.049911,-73.51376
3.050339,-73.538498
3.050455,-73.522258
3.050799,-73.497463
3.051104,-73.503841
3.051491,-73.477439
3.051979,-73.492799
3.052336,-73.515978
3.052501,-73.436194
3.052791,-73.496447
3.053076,-73.472202
3.050862,-73.844499
3.0539,-73.470431
3.054064,-73.462801
3.054246,-73.491216
3.0549,-73.47539
3.055035,-73.503902
3.055263,-73.46938
3.05568,-73.48204
3.055977,-73.534529
3.05624,-73.47884
3.056637,-73.490653
3.057005,-73.450201
3.057186,-73.483581
3.057496,-73.489966
3.057615,-73.480588
3.05802,-73.460075
3.05828,-73.497628
3.058583,-73.478586
3.059803,-74.02176
3.058975,-73.467415
3.059235,-73.530177
3.05957,-73.579542
3.059986,-73.488482
3.060239,-73.513814
3.060007,-73.555545
3.06061,-73.461755
3.060457,-73.346255
3.061397,-73.482516
3.061869,-73.509615
3.061944,-73.492914
3.062313,-73.623873
3.062655,-73.483481
3.061083,-73.282617
3.063357,-73.557837
3.063491,-73.487783
3.063702,-73.468967
3.063921,-73.489949
3.06437,-73.488181
3.064842,-73.531605
3.064552,-74.17754
3.065152,-73.545847
3.065568,-73.555543
3.066474,-73.715504
3.066046,-73.525099
3.066291,-73.50884
3.066426,-73.458278
3.066752,-73.521957
3.066918,-73.477759
3.067267,-73.402245
3.048676,-75.813967
3.068029,-73.492373
3.068396,-73.473771
3.068565,-73.532541
3.067954,-73.768602
3.068911,-73.501105
3.069131,-73.515305
3.069391,-73.545843
3.069575,-73.486321
3.069947,-72.782454
3.070029,-73.472051
3.070332,-73.531687
3.070883,-73.475842
3.07018,-73.617634
3.071205,-73.503917
3.07158,-73.467758
3.071954,-73.526923
3.072153,-73.494559
3.072571,-73.486141
3.072852,-73.52421
3.07319,-73.479085
3.073557,-73.553687
3.073681,-73.530892
3.074095,-73.482491
3.074523,-73.497734
3.074674,-73.456558
3.075029,-73.529486
3.075953,-73.550003
3.07593,-73.508736
3.076002,-73.484013
3.076251,-73.521687
3.076597,-73.492447
3.076869,-73.503552
3.077312,-73.333843
3.077467,-73.538521
3.077881,-73.486452
3.078167,-73.496853
3.078401,-73.503727
3.07867,-73.470721
3.078986,-73.505229
3.07924,-73.519239
3.079481,-73.490343
3.079777,-73.478428
3.080172,-73.45204
3.075008,-69.682843
3.080609,-73.498701
3.080903,-73.482411
3.081289,-73.512812
3.080677,-73.910124
3.081857,-73.494407
3.082267,-73.479839
3.082438,-73.509369
3.083016,-73.534116
3.083159,-73.495533
3.083665,-73.557061
3.083729,-73.526196
3.083986,-73.524653
3.084186,-73.52216
3.084452,-73.471213
3.084932,-73.492043
3.08509,-73.494224
3.085346,-73.524434
3.085514,-73.531741
3.085728,-73.523673
3.086122,-73.48652
3.086302,-73.563977
3.086565,-73.489492
3.086701,-73.490012
3.086937,-73.520716
3.087394,-73.506218
3.085917,-73.431738
3.088817,-73.964606
3.088404,-73.522539
